"outcome.correct.ans.per.second","outcome.num.correct.ans","outcome.response.time","treatment","live.paycheck.by.paycheck","caloric.crunch","liquidity.constrained","financial.hardship","current.income","pay.day.amount.fraction.of.income","age","male","married","divorced","widowed","white","black","hispanic","working","unemployed","disabled","retired","household.size","household.head","children.in.household","metropolitan.area","household.income","education"
0.293650017300942,41,139.621990752284,0,1,1,1,1,721,1,53,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,15000,2
0.534070192985867,46,86.1310003893389,1,1,1,1,1,274,0.5,33,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,5000,1
0.354545641202942,43,121.281987430743,0,0,1,0,0,15536,0.01,77,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,30000,4
0.460564162060251,48,104.220006579063,1,1,1,1,1,1108,1,29,0,0,0,0,0,0,1,0,0,1,0,4,0,1,1,40000,3
0.399248080066983,48,120.226000816201,1,0,0,0,0,2200,0.5,66,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,30000,3
0.33946123450484,45,132.563001090949,0,0,0,0,0,2439,0.47,62,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,15000,4
0.0430126048557839,6,139.493992984551,0,1,1,0,0,2740,0.67,74,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,2
0.344530570937748,42,121.905002176393,0,1,0,1,1,1292,1,69,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,20000,2
0.477326997518681,47,98.4649941116323,0,1,0,0,0,609,1,65,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,15000,3
0.664010621832659,47,70.7820002491537,1,1,1,0,0,721,1,49,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,10000,3
0.474733638517049,45,94.7899966401558,0,1,1,1,1,984,1,60,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,15000,3
0.313348666156591,45,143.609993787278,0,1,1,1,1,1000,1,65,0,1,0,0,0,1,0,0,0,0,1,2,1,0,1,5000,2
0.38644521376238,45,116.44600165153,0,0,1,1,1,120,1,51,0,0,0,0,0,1,0,0,1,0,0,4,0,1,1,25000,2
0.38949573088706,45,115.534000584588,1,1,0,0,0,2389,1,72,0,1,0,0,1,0,0,0,0,0,1,3,1,1,1,35000,2
0.558561693004398,48,85.935001632169,0,1,1,1,1,1400,1,66,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,10000,3
0.554114591785999,47,84.8200005860008,1,0,0,0,0,1105,1,60,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,35000,4
0.456124697514693,47,103.041997629357,1,1,1,1,1,1174,0.5,52,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,35000,2
0.665194745288453,47,70.6560001156038,1,1,1,1,1,1500,0.5,33,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,25000,4
0.346643474804874,47,135.585993725849,0,0,0,0,0,2700,0.56,88,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,40000,2
0.397786880981411,44,110.611993767729,0,0,0,0,0,1380,0.08,78,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,30000,2
0.41337939594027,47,113.697006821286,1,0,0,0,0,2638,0.5,71,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,40000,3
0.55551614043397,47,84.60600256058,1,1,1,1,0,1166,0.43,48,0,1,0,0,1,0,0,1,0,0,0,5,1,1,0,5000,3
0.609479351314902,47,77.1149997101647,0,1,0,1,0,2181,0.37,79,0,0,1,0,1,0,0,0,0,0,1,2,1,0,1,20000,2
0.702617257764563,48,68.31599917246,1,1,0,0,0,2800,1,42,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,40000,4
0.447009886423663,46,102.906001404189,1,0,1,0,0,1024,1,70,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,20000,2
0.381043914891794,46,120.720993571207,1,0,1,0,0,3078,0.61,70,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,5000,3
0.644989422188047,46,71.3189990681563,0,0,1,1,1,300,1,47,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,25000,2
0.562812180065998,48,85.2860007300682,0,0,0,0,0,1100,0.5,28,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,25000,3
0.446216904359965,48,107.571003095119,1,1,1,1,1,1600,0.5,33,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,40000,4
0.34721099853457,43,123.844003160858,1,1,1,1,1,1192,0.22,67,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,15000,3
0.514564429486492,46,89.3959966216584,0,0,0,0,0,1705,0.73,71,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,2
0.380385927393842,44,115.671997388178,1,1,1,0,0,735,0.43,36,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,10000,2
0.457748806272921,48,104.861005298572,1,0,0,0,0,1500,0.47,23,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,15000,4
0.466219383807744,46,98.6659963047979,1,1,1,1,1,721,1,54,0,0,1,0,1,0,0,0,0,1,0,2,1,0,1,10000,3
0.105988346181753,5,47.1749978193433,1,0,0,0,0,1896,1,56,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,15000,4
0.432521968288311,47,108.665000730485,0,0,0,0,0,1188,0.5,43,0,1,0,0,1,0,0,1,0,0,0,4,0,1,1,10000,2
0.480321814915529,48,99.9330001458324,0,1,1,1,1,1052,1,58,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,40000,2
0.596377016132698,48,80.4859991273032,1,0,0,0,0,1000,0.5,60,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,35000,3
0.0618543952178931,5,80.8349993947336,1,0,1,1,1,1316,1,62,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,20000,3
0.466921522904261,48,102.801001122071,1,0,0,0,0,1365,1,70,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,40000,4
0.552435320944922,48,86.8879996990374,1,1,1,1,1,1100,0.73,26,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,15000,4
0.442544653811067,44,99.4249950170783,0,1,0,1,0,2130,0.5,66,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,15000,3
0.0516084647970208,3,58.1299988635427,1,0,0,1,1,1818,1,62,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,5000,4
0.415762836960112,46,110.639999323492,1,0,0,0,0,1199,1,76,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,15000,3
0.38188716703256,47,123.073001811534,0,0,0,0,0,885,1,77,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,15000,4
0.343245147790716,46,134.015004424905,1,1,1,1,1,3500,0.5,80,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,25000,3
0.653292323519338,48,73.4739997271361,0,0,0,0,0,1600,0.56,24,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,15000,4
0.00899855121580012,1,111.129000215518,1,0,0,0,0,5200,0.85,60,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,2
0.501682737945097,48,95.6779980044939,0,0,0,1,1,1044,0.21,50,0,1,0,0,0,1,0,0,0,1,0,2,1,0,1,10000,2
0.468219600386994,44,93.9729989168182,1,0,1,1,0,700,1,18,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,10000,1
0.435692675012949,46,105.579007034334,1,0,0,0,0,1262,1,87,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,25000,3
0.23934439225356,25,104.451998079467,1,0,1,1,0,200,1,59,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,5000,2
0.48188641051668,45,93.3830027531817,1,0,0,0,0,5700,1,66,1,1,0,0,1,0,0,0,1,0,0,2,1,0,1,40000,3
0.461185347452806,43,93.2380012450424,1,0,0,0,0,1200,1,68,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,15000,3
0.524103285070172,48,91.5850012151199,1,0,0,1,1,721,1,45,0,0,1,0,0,1,0,0,0,1,0,4,0,0,1,10000,1
0.422232789911805,47,111.313003449631,0,0,0,0,1,2141,0.14,80,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,30000,4
0.444967685321506,48,107.873001980623,0,1,1,1,1,1100,0.5,57,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,25000,2
0.406212477013177,47,115.702994515541,0,0,0,0,0,2910,0.6,66,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,4
0.424977617425101,46,108.240994616869,1,0,0,0,0,2400,0.5,27,1,1,0,0,0,1,0,1,0,0,0,3,1,0,1,35000,4
0.0350771402064883,5,142.542977294231,0,0,1,0,0,720,1,60,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,5000,2
0.0825678786019246,12,145.334968067356,0,1,1,0,1,1225,1,37,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,25000,2
0.513902684385177,47,91.4570042696505,1,0,1,1,1,707,0.62,39,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,10000,3
0.533298654969298,41,76.8799988861033,1,0,1,1,1,881,1,51,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,15000,3
0.426609049453396,45,105.482994459816,1,0,0,0,0,1780,1,64,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,30000,4
0.461188129497636,48,104.079001452803,1,0,0,0,0,3050,0.57,65,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,5000,4
0.531871834806495,46,86.4870011715053,0,0,0,1,1,2100,0.5,25,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,40000,4
0.503783614512742,48,95.2790019707676,0,1,1,1,1,1214,0.99,56,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,15000,4
0.609740286543905,47,77.0819987414686,1,1,1,1,1,1000,0.5,39,0,0,1,0,0,1,0,0,0,1,0,4,1,1,1,15000,3
0.635525915646721,48,75.5279978648148,0,0,0,0,0,3200,1,25,1,1,0,0,1,0,0,0,0,0,0,3,0,0,1,30000,4
0.565861328028613,46,81.2920016291942,1,1,1,1,1,2300,1,54,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,30000,3
0.328165357002455,45,137.125991637391,0,0,0,0,0,1222,1,67,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,35000,4
0.534140490278272,48,89.863998093448,0,1,1,0,0,1560,1,79,0,0,0,1,1,0,0,0,0,0,1,2,1,0,1,20000,2
0.280225888991604,40,142.74198627379,1,0,0,0,0,2533,0.52,68,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,30000,2
0.357095723213353,46,128.817000623994,0,0,0,0,0,1436,1,72,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,20000,3
0.625774047408941,48,76.7050027062439,0,0,0,0,0,2935,0.5,66,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,30000,3
0.435372505574052,43,98.7659979660478,1,1,0,1,1,88,1,64,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,5000,4
0.51528308493379,47,91.2119985581113,0,1,1,1,1,1056,0.89,60,1,1,0,0,1,0,0,0,0,1,0,2,1,0,1,25000,3
0.0528669811531525,5,94.5769909864022,0,0,0,1,1,1625,1,65,0,1,0,0,0,1,0,1,0,0,0,4,1,1,1,5000,3
0.478404215311025,46,96.1529989239205,0,0,0,1,1,652,1,79,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,30000,4
0.499869333651183,44,88.0230032889033,0,0,0,0,0,2268,0.44,24,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,15000,4
0.63889945349117,47,73.5640009443983,0,1,1,1,1,600,0.5,26,0,0,0,0,1,0,0,1,0,0,0,3,1,0,1,15000,3
0.418881327612103,45,107.428994881508,1,0,0,0,0,2269,0.15,77,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,35000,3
0.477593744089002,47,98.4099992550182,0,0,0,1,0,1712,1,69,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,35000,4
0.566578948841345,48,84.7189965284804,0,0,0,1,0,1240,0.5,25,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,30000,3
0.617860083003356,47,76.0690021785153,1,1,1,1,1,1280,1,51,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,20000,3
0.378546729370283,44,116.233998569198,1,0,0,0,0,3150,0.59,83,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,30000,3
0.475765688831918,48,100.889999272221,0,0,0,0,0,3652,0.86,67,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,40000,3
0.471911427276824,48,101.714002301205,0,1,1,1,1,600,0.33,56,1,0,1,0,0,0,0,0,1,0,0,4,1,0,1,20000,2
0.403938873504996,45,111.402994243988,1,0,0,1,0,2000,1,49,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,40000,2
0.40635014620357,44,108.280999554402,0,1,1,1,1,833,0.95,49,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,10000,3
0.688456851562968,42,61.0060019079621,1,1,0,1,0,1800,1,31,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,30000,4
0.667361840419087,48,71.9249994423672,0,0,0,0,0,3800,0.5,33,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,40000,4
0.342212722414424,44,128.574997707757,1,0,0,0,0,2959,0.41,92,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,40000,4
0.332794169784164,43,129.208994339919,0,1,1,0,0,1014,1,57,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,30000,3
0.506928014921401,45,88.7700002276994,1,1,1,1,1,850,0.5,26,0,1,0,0,0,0,0,1,0,0,0,6,0,1,1,25000,3
0.492357708766317,46,93.4280080944818,0,1,0,0,0,1780,0.67,66,0,1,0,0,0,1,0,0,0,0,1,2,1,0,1,30000,4
0.433996365910146,48,110.60000444782,1,0,0,0,0,1600,0.81,75,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,25000,2
0.499317589543163,45,90.1230017576019,0,1,0,1,0,1974,0.42,69,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,20000,3
0.364796382852517,47,128.838996791812,1,0,0,1,1,600,0.17,49,0,1,0,0,1,0,0,1,0,0,0,5,1,1,1,35000,3
0.437353649015594,48,109.75099923835,0,0,0,1,0,1900,1,63,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,25000,3
0.480705337984005,47,97.7729937368907,0,0,0,1,1,1202,0.5,53,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,25000,3
0.426249729169994,47,110.263999678122,0,1,1,1,1,891,1,58,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,15000,2
0.51269184990356,47,91.6730000854138,0,1,1,1,1,1170,1,58,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,25000,3
0.45674527206045,47,102.901995652797,1,1,1,1,1,1566,1,65,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,20000,3
0.640463335786826,46,71.8230028632127,0,0,0,0,0,1920,0.5,51,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,40000,3
0.504719633876538,47,93.1210058919501,1,0,0,0,0,2200,1,70,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,20000,2
0.429134317203137,44,102.532000439321,1,0,0,0,0,2047,0.77,63,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,25000,3
0.347404508251671,45,129.531997804129,0,0,0,0,0,1530,0.15,68,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,25000,2
0.431150141133688,45,104.371994131034,1,0,0,0,0,3400,0.71,63,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,35000,4
0.461400903365544,48,104.031005682648,0,0,0,1,1,4600,0.5,61,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,40000,4
0.535045472110538,48,89.7120011326503,0,0,0,0,0,2300,1,59,0,1,0,0,1,0,0,0,0,0,1,5,1,0,1,40000,3
0.689221168698749,46,66.7420011008195,1,0,0,0,0,1380,0.5,25,0,1,0,0,1,0,0,1,0,0,0,2,1,0,1,40000,4
0.439626224302497,47,106.908999968256,0,0,0,1,0,370,1,55,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,35000,1
0.31549359837984,44,139.464002521617,1,0,0,0,0,1200,1,69,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,40000,3
0.381793895748676,42,110.00699714604,1,1,1,1,0,1106,1,64,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,15000,4
0.45722123828207,48,104.981999918358,0,0,0,0,0,1650,0.64,62,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,35000,3
0.528178883467164,47,88.9850038901108,0,0,0,1,0,904,1,49,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,5000,2
0.0745167586702688,5,67.0990001339784,1,1,1,1,1,847,1,43,0,0,0,0,0,1,0,0,0,1,0,3,1,0,1,5000,3
0.0557626043778721,6,107.598991599125,0,1,1,1,1,808,1,52,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,10000,1
0.46567580041197,48,103.07600256989,0,1,1,0,0,1218,1,63,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,10000,3
0.444703598651221,45,101.190995837417,0,1,1,1,1,721,1,56,0,0,1,0,0,0,0,0,0,1,0,6,1,1,0,25000,1
0.421662929612891,48,113.835000966451,1,1,0,0,0,3412,0.4,74,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,40000,4
0.284786275947704,37,129.921991068117,0,0,0,0,0,760,0.5,59,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,15000,1
0.510551382440503,45,88.1400022557848,1,0,0,0,0,2500,1,63,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,35000,2
0.495236014908429,46,92.8850055634697,0,1,1,1,1,744,1,23,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,10000,3
0.41171011252958,47,114.1579926498,0,1,1,1,1,737,1,74,0,0,1,0,1,0,0,0,0,0,1,3,1,0,1,30000,3
0.444125254221063,47,105.826001906673,1,0,1,1,1,800,0.5,59,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,20000,2
0.534830870421296,48,89.7479982077128,1,0,0,0,1,1531,0.67,67,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,25000,2
0.474511228466213,44,92.7269943478966,0,1,1,1,1,2300,0.5,38,0,1,0,0,1,0,0,0,1,0,0,5,1,1,1,25000,3
0.545491738012911,48,87.9940000097012,0,0,0,0,0,2400,1,36,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,40000,3
0.568305507592281,47,82.7019963243417,1,0,0,0,1,2200,0.64,25,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,10000,4
0.444692634744964,43,96.6960022278332,1,1,1,1,1,722,1,59,0,0,1,0,1,0,0,0,0,1,0,3,1,1,0,10000,2
0.368912927670117,42,113.848002739434,1,1,1,1,1,1114,0.5,61,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,20000,3
0.0288679431576621,4,138.562002084943,1,0,1,0,0,2000,1,72,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,25000,2
0.532722783467353,47,88.2259994477603,0,1,1,1,1,500,0.5,25,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,25000,3
0.466186891284024,48,102.962998096736,0,0,1,0,0,2744,0.8,70,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,4
0.445956824613895,46,103.148998874109,1,0,0,0,0,1600,1,62,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,20000,2
0.568350020257883,48,84.4549983093526,1,1,1,0,1,300,0.5,25,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,30000,4
0.447044226034147,47,105.135011846479,1,1,0,0,1,2206,1,56,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,40000,4
0.793939579840956,48,60.4580011108849,0,0,0,0,0,1400,0.5,24,1,0,0,0,0,0,1,1,0,0,0,3,0,0,1,30000,3
0.472954226866643,46,97.260997760298,1,1,0,0,0,1637,0.3,76,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,35000,4
0.411317357282699,47,114.266998870405,0,0,0,0,0,1427,0.5,54,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,40000,2
0.635172655593869,48,75.5700038049046,1,0,0,0,0,1500,0.5,25,1,0,0,0,0,0,1,1,0,0,0,9,0,1,1,40000,3
0.522306842990917,48,91.9000021618225,1,0,0,0,0,2160,0.41,69,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,30000,2
0.572828435300451,47,82.0489994972898,0,0,0,0,0,600,1,60,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,20000,3
0.435936688333913,45,103.225998646692,1,0,0,0,0,3134,0.42,67,1,1,0,0,1,0,0,1,0,0,0,2,1,0,1,40000,4
0.412458067540155,45,109.101999794486,1,0,0,0,0,2225,0.63,64,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,3
0.444992430202223,48,107.867003441355,0,1,1,1,1,1285,1,59,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,20000,3
0.397887866471943,48,120.637003650335,0,1,1,1,1,1070,1,70,1,1,0,0,0,0,1,0,0,0,1,2,1,0,1,10000,3
0.380466996311304,43,113.01900142954,1,0,1,1,1,5000,1,44,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,5000,1
0.509938465986161,48,94.1290041871496,1,0,0,0,0,3511,0.39,62,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,30000,3
0.584930739372747,48,82.0609976002852,0,1,1,1,0,1800,1,48,0,0,1,0,1,0,0,1,0,0,0,3,1,0,1,30000,2
0.483714914526086,48,99.232003311346,1,0,0,0,0,2000,1,53,1,1,0,0,1,0,0,0,1,0,0,2,1,0,1,35000,3
0.0354484267160294,4,112.839986723339,0,1,1,1,0,326,1,49,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,20000,3
0.235574444062767,35,148.572992029112,0,1,0,1,1,1100,1,55,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,15000,3
0.586935065125277,47,80.0770013459124,1,0,0,0,0,1938,0.5,47,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,25000,3
0.300304708955154,41,136.52799565698,0,0,1,1,0,1699,0.54,79,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,15000,3
0.55540128848214,44,79.2219984225242,0,1,1,1,1,600,0.5,19,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,5000,3
0.598108474332883,48,80.2530010188171,1,1,1,1,1,1750,0.5,29,0,1,0,0,1,0,0,0,0,0,0,6,1,1,1,25000,3
0.420933213857667,46,109.280993957284,0,1,1,0,1,1200,0.5,42,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,30000,4
0.494426954553207,46,93.0369988455995,1,1,1,1,1,1230,1,57,1,1,0,0,1,0,0,0,0,1,0,2,1,1,1,10000,1
0.055307697038875,9,162.725994424863,0,0,1,1,0,1777,1,62,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,40000,3
0.402037015409358,45,111.929992202784,1,0,1,1,0,742,0.3,65,0,0,0,1,1,0,0,0,0,1,0,6,0,1,0,10000,2
0.0510970534359444,5,97.8530005897117,0,0,1,1,1,824,1,69,0,0,1,0,0,1,0,0,0,1,0,2,1,0,1,15000,1
0.599093877396569,48,80.1209990804604,1,1,1,1,0,1425,1,55,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,4
0.512306007671883,48,93.6940017903179,1,0,0,0,0,1247,1,82,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,15000,2
0.284785348478278,36,126.410997589456,1,0,0,1,0,500,1,77,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,15000,2
0.450913367144564,43,95.361998852019,0,0,0,1,0,1346,1,48,0,1,0,0,1,0,0,0,0,1,0,2,1,0,1,35000,3
0.263834856952202,28,106.12699293586,1,1,1,1,1,2200,1,46,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,35000,4
0.743344733649215,48,64.5730006915624,0,0,1,0,1,680,0.5,23,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,10000,4
0.050686300144272,5,98.6459849262649,0,1,1,1,1,1400,1,50,1,0,1,0,1,0,0,0,0,1,0,3,1,1,0,10000,2
0.75394642695687,48,63.6650009653085,1,1,1,1,0,1200,0.5,31,0,1,0,0,1,0,0,1,0,0,0,5,1,0,1,15000,3
0.466862456863491,48,102.81400719706,1,0,1,0,0,2014,1,61,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,30000,3
0.498235430060734,48,96.3399973264624,0,0,0,0,0,3947,1,59,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,5000,3
0.532841933520396,48,90.0830001927066,1,1,1,1,0,1860,0.5,33,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,40000,4
0.416493142290228,45,108.044996257447,1,0,0,0,1,850,0.53,52,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,20000,2
0.357551501231525,45,125.85599513638,1,1,1,1,0,725,1,51,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,20000,3
0.578480523558259,48,82.9760001335048,0,0,0,0,0,3000,0.17,70,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,35000,3
0.590814775166833,45,76.166003105276,1,0,0,0,0,1550,0.61,23,0,1,0,0,1,0,0,1,0,0,0,3,1,1,1,40000,3
0.476664628175254,45,94.4059981380767,0,1,1,1,1,2500,0.88,73,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,30000,2
0.606826788656184,48,79.1000016764188,1,0,0,0,0,3397,1,59,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,35000,4
0.482556090619785,47,97.3980039079688,1,1,1,1,0,2000,0.5,39,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1,40000,4
0.0544877467117737,4,73.4110004797772,1,0,1,1,1,1403,0.25,55,0,1,0,0,1,0,0,0,0,1,0,4,1,1,1,25000,3
0.496723756051826,47,94.6199963810392,0,0,0,0,0,2362,0.66,71,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,40000,4
0.393848649044341,43,109.178995800386,0,1,1,1,1,1113,1,76,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,15000,4
0.0385958841954839,4,103.637993619746,0,1,0,0,0,2200,0.5,49,1,1,0,0,1,0,0,1,0,0,0,4,1,1,1,35000,2
0.508178092101453,43,84.6160050351314,1,1,1,1,1,1400,1,52,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,20000,4
0.24937816217074,39,156.38899437112,1,0,0,0,0,2700,1,82,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,40000,3
0.426390767351688,45,105.536994338538,0,1,1,1,1,1364,0.04,62,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,20000,3
0.381802695599093,39,102.147000137871,0,1,1,1,1,900,0.56,61,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,10000,3
0.585544364439318,48,81.9750012383124,1,0,0,0,0,1865,1,59,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,25000,4
0.528628516743777,48,90.8010038801317,0,1,1,1,1,721,1,29,0,0,0,0,1,0,0,0,0,1,0,4,1,1,1,20000,2
0.362405392727798,44,121.410996864079,1,1,0,1,0,1044,1,79,0,1,0,0,1,0,0,0,0,0,1,2,1,0,1,30000,3
0.37987827320475,45,118.458999037688,1,1,0,0,0,2650,1,57,0,1,0,0,1,0,0,0,1,0,0,2,1,0,1,35000,2
0.41432433996709,44,106.196995338229,0,1,1,1,1,240,0.5,18,1,0,0,0,0,0,1,1,0,0,0,6,0,1,1,20000,2
0.474287538383153,47,99.0960044200677,0,0,0,0,1,2704,0.25,74,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,35000,3
